Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
Txn_4119210,Tea,3,1.5,4.5,Cash,In-Store,2023-05-02
Txn_2349072,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-09-06
Txn_2194305,Sandwich,2,4.0,8.0,Credit Card,Takeaway,2023-09-16
Txn_4837447,Cake,2,3.0,6.0,Digital Wallet,Takeaway,2023-11-06
Txn_4046095,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-10-12
Txn_9707159,Cake,5,3.0,15.0,Credit Card,In-Store,2023-11-10
Txn_9983518,Tea,2,1.5,3.0,Credit Card,In-Store,2023-07-18
Txn_1714348,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-12-31
Txn_8211288,Smoothie,1,4.0,4.0,Cash,In-Store,2023-04-23
Txn_6335423,Coffee,2,2.0,4.0,Credit Card,In-Store,2023-06-18
Txn_9475783,Sandwich,5,4.0,20.0,Credit Card,Takeaway,2023-02-11
Txn_1645743,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-07-02
Txn_2377667,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-10-27
Txn_6716151,Sandwich,3,4.0,12.0,Digital Wallet,Takeaway,2023-01-26
Txn_5303258,Sandwich,4,4.0,16.0,Digital Wallet,In-Store,2023-09-28
Txn_9263030,Sandwich,5,4.0,20.0,Cash,Takeaway,2023-07-03
Txn_8952145,Cake,3,3.0,9.0,Credit Card,Takeaway,2023-01-28
Txn_7855761,Cookie,1,1.0,1.0,Cash,In-Store,2023-01-10
Txn_9455977,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-03-10
Txn_4528522,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-12-04
Txn_7049861,Cake,5,3.0,15.0,Cash,In-Store,2023-01-20
Txn_9001844,Sandwich,1,4.0,4.0,Cash,Takeaway,2023-08-02
Txn_9104710,Salad,5,5.0,25.0,Cash,Takeaway,2023-03-20
Txn_8859144,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-01-15
Txn_4271034,Smoothie,3,4.0,12.0,Digital Wallet,In-Store,2023-02-28
Txn_2741424,Tea,4,1.5,6.0,Credit Card,In-Store,2023-05-03
Txn_6676143,Sandwich,5,4.0,20.0,Cash,In-Store,2023-05-21
Txn_3016079,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-09-24
Txn_6881662,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-07-10
Txn_9812021,Tea,5,1.5,7.5,Credit Card,In-Store,2023-02-12
Txn_7947711,Salad,3,5.0,15.0,Digital Wallet,Takeaway,2023-12-06
Txn_3949676,Juice,4,3.0,12.0,Credit Card,In-Store,2023-12-21
Txn_4283693,Salad,2,5.0,10.0,Cash,In-Store,2023-01-05
Txn_2274945,Sandwich,4,4.0,16.0,Cash,In-Store,2023-03-29
Txn_6787259,Sandwich,2,4.0,8.0,Credit Card,In-Store,2023-08-18
Txn_8533584,Cookie,2,1.0,2.0,Cash,Takeaway,2023-03-11
Txn_4311369,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-08-18
Txn_7485706,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-11-15
Txn_9908225,Smoothie,5,4.0,20.0,Credit Card,In-Store,2023-01-04
Txn_7163533,Smoothie,4,4.0,16.0,Credit Card,Takeaway,2023-08-17
Txn_6867995,Cookie,3,1.0,3.0,Digital Wallet,In-Store,2023-10-15
Txn_5256055,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-02-07
Txn_6067979,Sandwich,1,4.0,4.0,Credit Card,In-Store,2023-07-29
Txn_6069730,Juice,1,3.0,3.0,Cash,In-Store,2023-02-05
Txn_4224401,Salad,3,5.0,15.0,Digital Wallet,In-Store,2023-12-18
Txn_9858152,Smoothie,2,4.0,8.0,Digital Wallet,In-Store,2023-01-28
Txn_4060332,Smoothie,3,4.0,12.0,Credit Card,Takeaway,2023-07-10
Txn_2905218,Smoothie,5,4.0,20.0,Cash,In-Store,2023-09-03
Txn_8277583,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-08-15
Txn_2078317,Tea,1,1.5,1.5,Cash,In-Store,2023-09-21
Txn_7057481,Smoothie,3,4.0,12.0,Cash,In-Store,2023-07-11
Txn_1828494,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-07-21
Txn_3509609,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-12-25
Txn_4276442,Cake,4,3.0,12.0,Credit Card,In-Store,2023-01-25
Txn_7956243,Cake,4,3.0,12.0,Cash,Takeaway,2023-05-23
Txn_3709853,Smoothie,2,4.0,8.0,Credit Card,Takeaway,2023-08-21
Txn_1408709,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-04-14
Txn_4003040,Cookie,4,1.0,4.0,Credit Card,In-Store,2023-09-12
Txn_9781679,Sandwich,2,4.0,8.0,Credit Card,Takeaway,2023-09-08
Txn_9370771,Juice,5,3.0,15.0,Cash,In-Store,2023-08-21
Txn_5914284,Coffee,2,2.0,4.0,Credit Card,Takeaway,2023-06-25
Txn_9878649,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-09-18
Txn_5909816,Juice,5,3.0,15.0,Cash,Takeaway,2023-09-19
Txn_9461980,Salad,1,5.0,5.0,Credit Card,In-Store,2023-04-14
Txn_8090470,Sandwich,4,4.0,16.0,Digital Wallet,Takeaway,2023-11-18
Txn_9067752,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-04-24
Txn_2640771,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-01-27
Txn_8593064,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-03-12
Txn_8659330,Tea,4,1.5,6.0,Credit Card,Takeaway,2023-08-20
Txn_2317867,Tea,5,1.5,7.5,Cash,In-Store,2023-01-23
Txn_7467621,Salad,4,5.0,20.0,Credit Card,Takeaway,2023-01-28
Txn_3602272,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-02-15
Txn_4913329,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-10-30
Txn_8830809,Sandwich,5,4.0,20.0,Digital Wallet,In-Store,2023-07-31
Txn_9662632,Salad,4,5.0,20.0,Digital Wallet,In-Store,2023-08-10
Txn_2112848,Cookie,4,1.0,4.0,Credit Card,In-Store,2023-10-16
Txn_6923480,Coffee,3,2.0,6.0,Cash,Takeaway,2023-10-27
Txn_8875195,Sandwich,5,4.0,20.0,Credit Card,In-Store,2023-08-21
Txn_9928552,Sandwich,5,4.0,20.0,Credit Card,Takeaway,2023-06-13
Txn_3456748,Juice,2,3.0,6.0,Cash,In-Store,2023-01-30
Txn_6218380,Cookie,4,1.0,4.0,Cash,In-Store,2023-02-07
Txn_3839691,Coffee,4,2.0,8.0,Credit Card,In-Store,2023-02-13
Txn_2559020,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-07-20
Txn_8607376,Coffee,5,2.0,10.0,Cash,In-Store,2023-06-13
Txn_5858713,Cookie,2,1.0,2.0,Credit Card,In-Store,2023-03-05
Txn_3312690,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-03-01
Txn_8687088,Cookie,2,1.0,2.0,Credit Card,In-Store,2023-05-11
Txn_5139074,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-11-16
Txn_5301926,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-11-13
Txn_3454881,Salad,1,5.0,5.0,Cash,In-Store,2023-11-29
Txn_2904046,Smoothie,1,4.0,4.0,Credit Card,In-Store,2023-12-11
Txn_6540200,Tea,2,1.5,3.0,Digital Wallet,In-Store,2023-10-23
Txn_9188774,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-04-14
Txn_7493800,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-08-16
Txn_8413251,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-08-18
Txn_1444932,Smoothie,1,4.0,4.0,Cash,In-Store,2023-05-24
Txn_5065748,Cake,5,3.0,15.0,Credit Card,In-Store,2023-07-19
Txn_8014645,Cake,2,3.0,6.0,Cash,Takeaway,2023-07-06
Txn_1698600,Salad,4,5.0,20.0,Cash,Takeaway,2023-07-31
Txn_3463568,Salad,2,5.0,10.0,Digital Wallet,In-Store,2023-04-12
Txn_9968926,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-03-15
Txn_1935119,Coffee,4,2.0,8.0,Credit Card,Takeaway,2023-07-15
Txn_6784478,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-12-21
Txn_3866162,Cake,5,3.0,15.0,Cash,Takeaway,2023-06-08
Txn_4650834,Salad,3,5.0,15.0,Digital Wallet,Takeaway,2023-07-14
Txn_1192970,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-06-17
Txn_7645464,Tea,5,1.5,7.5,Cash,Takeaway,2023-08-17
Txn_9495855,Juice,2,3.0,6.0,Cash,In-Store,2023-04-18
Txn_6687699,Salad,4,5.0,20.0,Cash,In-Store,2023-09-11
Txn_6433362,Cookie,2,1.0,2.0,Cash,In-Store,2023-12-07
Txn_4991594,Smoothie,2,4.0,8.0,Credit Card,In-Store,2023-12-08
Txn_4463677,Salad,5,5.0,25.0,Digital Wallet,In-Store,2023-02-27
Txn_5297746,Coffee,3,2.0,6.0,Credit Card,In-Store,2023-07-11
Txn_8145813,Juice,4,3.0,12.0,Digital Wallet,In-Store,2023-02-10
Txn_3801485,Coffee,5,2.0,10.0,Credit Card,In-Store,2023-11-10
Txn_2312908,Coffee,3,2.0,6.0,Cash,In-Store,2023-02-07
Txn_3620213,Coffee,2,2.0,4.0,Credit Card,In-Store,2023-09-09
Txn_9579691,Cookie,5,1.0,5.0,Credit Card,In-Store,2023-01-16
Txn_3462602,Cake,3,3.0,9.0,Credit Card,In-Store,2023-08-27
Txn_9152120,Sandwich,4,4.0,16.0,Cash,Takeaway,2023-03-28
Txn_7511351,Tea,4,1.5,6.0,Cash,Takeaway,2023-10-07
Txn_1020478,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-03-09
Txn_4975029,Smoothie,4,4.0,16.0,Cash,In-Store,2023-04-23
Txn_8640673,Juice,2,3.0,6.0,Cash,In-Store,2023-09-11
Txn_7857126,Cookie,4,1.0,4.0,Cash,Takeaway,2023-08-21
Txn_3635628,Sandwich,3,4.0,12.0,Digital Wallet,In-Store,2023-10-28
Txn_9454387,Salad,2,5.0,10.0,Cash,Takeaway,2023-01-02
Txn_9660362,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-08-16
Txn_6332405,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-12-03
Txn_8860052,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-07-18
Txn_6732833,Salad,1,5.0,5.0,Digital Wallet,In-Store,2023-07-21
Txn_6232398,Juice,2,3.0,6.0,Cash,In-Store,2023-07-05
Txn_7670296,Juice,2,3.0,6.0,Cash,Takeaway,2023-01-25
Txn_6658070,Juice,2,3.0,6.0,Cash,Takeaway,2023-11-03
Txn_4228838,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-09-22
Txn_1272118,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-04-21
Txn_4060215,Salad,3,5.0,15.0,Credit Card,In-Store,2023-01-12
Txn_2569119,Juice,1,3.0,3.0,Credit Card,Takeaway,2023-08-04
Txn_7992512,Sandwich,5,4.0,20.0,Credit Card,In-Store,2023-07-17
Txn_2417271,Tea,4,1.5,6.0,Credit Card,Takeaway,2023-02-01
Txn_9425096,Smoothie,5,4.0,20.0,Credit Card,In-Store,2023-06-12
Txn_6236737,Juice,5,3.0,15.0,Cash,In-Store,2023-03-19
Txn_9691364,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-03-02
Txn_5132482,Juice,2,3.0,6.0,Digital Wallet,In-Store,2023-12-21
Txn_9969836,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-04-06
Txn_7938279,Tea,3,1.5,4.5,Cash,Takeaway,2023-03-17
Txn_6398450,Tea,2,1.5,3.0,Digital Wallet,In-Store,2023-11-19
Txn_8384428,Cookie,1,1.0,1.0,Digital Wallet,In-Store,2023-08-11
Txn_6541329,Cookie,2,1.0,2.0,Cash,Takeaway,2023-09-28
Txn_7667139,Sandwich,3,4.0,12.0,Credit Card,Takeaway,2023-12-05
Txn_1396019,Coffee,4,2.0,8.0,Cash,In-Store,2023-12-03
Txn_4811225,Tea,5,1.5,7.5,Cash,Takeaway,2023-11-01
Txn_4564220,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-05-09
Txn_5414186,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-04-24
Txn_1740742,Tea,4,1.5,6.0,Digital Wallet,In-Store,2023-10-06
Txn_1236759,Coffee,1,2.0,2.0,Credit Card,In-Store,2023-01-26
Txn_4755860,Juice,5,3.0,15.0,Digital Wallet,In-Store,2023-10-28
Txn_1755817,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-07-17
Txn_6714749,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-08-02
Txn_6013024,Juice,3,3.0,9.0,Credit Card,Takeaway,2023-09-06
Txn_8065852,Sandwich,1,4.0,4.0,Credit Card,In-Store,2023-07-17
Txn_3695238,Salad,5,5.0,25.0,Cash,Takeaway,2023-04-20
Txn_1349640,Juice,2,3.0,6.0,Credit Card,In-Store,2023-06-17
Txn_9660030,Cake,5,3.0,15.0,Credit Card,In-Store,2023-11-24
Txn_9649503,Cake,1,3.0,3.0,Credit Card,Takeaway,2023-01-02
Txn_6618160,Tea,5,1.5,7.5,Cash,Takeaway,2023-03-13
Txn_4590013,Tea,5,1.5,7.5,Cash,Takeaway,2023-04-19
Txn_2457961,Coffee,2,2.0,4.0,Credit Card,In-Store,2023-06-08
Txn_2208949,Cake,4,3.0,12.0,Cash,Takeaway,2023-08-05
Txn_6806968,Cookie,4,1.0,4.0,Cash,Takeaway,2023-07-03
Txn_4252608,Juice,3,3.0,9.0,Credit Card,In-Store,2023-08-23
Txn_1917336,Sandwich,3,4.0,12.0,Cash,In-Store,2023-04-12
Txn_6476719,Juice,5,3.0,15.0,Cash,Takeaway,2023-06-04
Txn_7153455,Coffee,4,2.0,8.0,Digital Wallet,Takeaway,2023-07-02
Txn_7383137,Coffee,2,2.0,4.0,Credit Card,In-Store,2023-12-02
Txn_2441029,Cake,5,3.0,15.0,Cash,In-Store,2023-05-18
Txn_4801947,Juice,1,3.0,3.0,Digital Wallet,Takeaway,2023-01-01
Txn_2547156,Cookie,3,1.0,3.0,Digital Wallet,Takeaway,2023-08-18
Txn_8621278,Salad,2,5.0,10.0,Cash,Takeaway,2023-02-01
Txn_2616353,Smoothie,3,4.0,12.0,Cash,Takeaway,2023-06-24
Txn_3608237,Salad,1,5.0,5.0,Digital Wallet,Takeaway,2023-11-26
Txn_2423167,Cake,3,3.0,9.0,Digital Wallet,Takeaway,2023-06-29
Txn_3910293,Cake,4,3.0,12.0,Cash,In-Store,2023-01-30
Txn_4568379,Cookie,3,1.0,3.0,Digital Wallet,In-Store,2023-05-28
Txn_3880494,Sandwich,4,4.0,16.0,Cash,Takeaway,2023-12-17
Txn_9320353,Salad,5,5.0,25.0,Cash,In-Store,2023-01-10
Txn_8837015,Juice,3,3.0,9.0,Credit Card,In-Store,2023-06-11
Txn_2667131,Sandwich,2,4.0,8.0,Credit Card,Takeaway,2023-10-10
Txn_5536056,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-12-22
Txn_9020641,Cake,4,3.0,12.0,Credit Card,In-Store,2023-06-27
Txn_9705971,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-09-02
Txn_4809626,Coffee,5,2.0,10.0,Cash,Takeaway,2023-02-18
Txn_5171248,Cake,5,3.0,15.0,Digital Wallet,In-Store,2023-06-14
Txn_8552898,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-11-06
Txn_4787754,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-08-31
Txn_6021363,Sandwich,2,4.0,8.0,Credit Card,Takeaway,2023-01-11
Txn_2477650,Cookie,1,1.0,1.0,Cash,Takeaway,2023-10-24
Txn_4987376,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-08-20
Txn_7362526,Juice,1,3.0,3.0,Credit Card,Takeaway,2023-09-16
Txn_6324687,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-03-03
Txn_4757873,Tea,1,1.5,1.5,Credit Card,In-Store,2023-09-12
Txn_6283718,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-07-20
Txn_3048882,Juice,2,3.0,6.0,Cash,Takeaway,2023-12-30
Txn_5922981,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-11-10
Txn_4108567,Coffee,2,2.0,4.0,Cash,Takeaway,2023-08-14
Txn_9246986,Tea,4,1.5,6.0,Cash,Takeaway,2023-09-08
Txn_5832513,Juice,4,3.0,12.0,Cash,In-Store,2023-11-02
Txn_6053755,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-01-18
Txn_6361593,Sandwich,4,4.0,16.0,Digital Wallet,Takeaway,2023-08-29
Txn_2729959,Smoothie,4,4.0,16.0,Digital Wallet,In-Store,2023-02-01
Txn_2134763,Juice,3,3.0,9.0,Credit Card,Takeaway,2023-03-28
Txn_1633607,Juice,1,3.0,3.0,Cash,Takeaway,2023-03-13
Txn_5845583,Tea,4,1.5,6.0,Cash,In-Store,2023-10-19
Txn_6692318,Tea,2,1.5,3.0,Cash,In-Store,2023-08-20
Txn_9571019,Coffee,2,2.0,4.0,Cash,In-Store,2023-06-22
Txn_6451595,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-03-26
Txn_4797429,Salad,5,5.0,25.0,Digital Wallet,In-Store,2023-11-07
Txn_6925284,Juice,5,3.0,15.0,Digital Wallet,Takeaway,2023-01-21
Txn_2925996,Cake,3,3.0,9.0,Cash,Takeaway,2023-04-11
Txn_5750248,Salad,4,5.0,20.0,Digital Wallet,In-Store,2023-07-20
Txn_7416196,Smoothie,2,4.0,8.0,Cash,In-Store,2023-10-20
Txn_6438980,Salad,2,5.0,10.0,Credit Card,Takeaway,2023-11-10
Txn_2424839,Juice,4,3.0,12.0,Digital Wallet,In-Store,2023-09-28
Txn_1982031,Cookie,4,1.0,4.0,Cash,Takeaway,2023-02-03
Txn_3060286,Tea,2,1.5,3.0,Cash,Takeaway,2023-08-10
Txn_2764625,Tea,1,1.5,1.5,Cash,In-Store,2023-12-03
Txn_6086123,Juice,3,3.0,9.0,Credit Card,Takeaway,2023-11-17
Txn_4389662,Smoothie,1,4.0,4.0,Cash,Takeaway,2023-08-09
Txn_9389300,Salad,3,5.0,15.0,Credit Card,Takeaway,2023-01-14
Txn_2147448,Coffee,4,2.0,8.0,Credit Card,In-Store,2023-11-27
Txn_9857832,Tea,3,1.5,4.5,Cash,In-Store,2023-03-31
Txn_1292430,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-03-09
Txn_2470530,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-03-21
Txn_1434598,Sandwich,5,4.0,20.0,Cash,Takeaway,2023-11-18
Txn_4375708,Sandwich,4,4.0,16.0,Credit Card,Takeaway,2023-08-01
Txn_9775984,Juice,2,3.0,6.0,Credit Card,In-Store,2023-10-09
Txn_1625754,Cake,5,3.0,15.0,Digital Wallet,In-Store,2023-08-03
Txn_9567915,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-06-30
Txn_4062634,Salad,2,5.0,10.0,Credit Card,In-Store,2023-04-05
Txn_6624397,Juice,4,3.0,12.0,Cash,Takeaway,2023-04-30
Txn_2404800,Sandwich,5,4.0,20.0,Cash,In-Store,2023-01-28
Txn_4501915,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-12-04
Txn_4247105,Coffee,5,2.0,10.0,Cash,In-Store,2023-04-14
Txn_8732935,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-08-06
Txn_3270584,Cake,3,3.0,9.0,Credit Card,Takeaway,2023-01-10
Txn_7412012,Coffee,1,2.0,2.0,Cash,In-Store,2023-08-02
Txn_1927324,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-08-29
Txn_7371782,Tea,3,1.5,4.5,Cash,In-Store,2023-02-26
Txn_7631505,Sandwich,4,4.0,16.0,Cash,In-Store,2023-07-08
Txn_2593909,Juice,2,3.0,6.0,Cash,In-Store,2023-02-25
Txn_3745153,Smoothie,4,4.0,16.0,Digital Wallet,In-Store,2023-06-30
Txn_8153957,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-10-12
Txn_6874195,Juice,3,3.0,9.0,Cash,Takeaway,2023-04-22
Txn_5172383,Juice,3,3.0,9.0,Cash,In-Store,2023-03-28
Txn_9288999,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-05-01
Txn_2244418,Salad,5,5.0,25.0,Cash,Takeaway,2023-10-15
Txn_3888864,Sandwich,1,4.0,4.0,Credit Card,In-Store,2023-10-13
Txn_4356114,Juice,2,3.0,6.0,Cash,Takeaway,2023-05-05
Txn_2097023,Salad,3,5.0,15.0,Digital Wallet,Takeaway,2023-11-10
Txn_3529354,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-09-06
Txn_7251037,Salad,3,5.0,15.0,Credit Card,In-Store,2023-08-17
Txn_9891576,Sandwich,3,4.0,12.0,Digital Wallet,Takeaway,2023-04-28
Txn_9830755,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-06-24
Txn_8809659,Juice,2,3.0,6.0,Cash,Takeaway,2023-01-16
Txn_7554731,Cake,1,3.0,3.0,Credit Card,In-Store,2023-02-02
Txn_8652021,Cake,1,3.0,3.0,Credit Card,In-Store,2023-09-23
Txn_7797507,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-06-06
Txn_5209346,Smoothie,3,4.0,12.0,Credit Card,In-Store,2023-02-22
Txn_6571385,Tea,4,1.5,6.0,Cash,Takeaway,2023-01-06
Txn_6430534,Tea,5,1.5,7.5,Cash,Takeaway,2023-01-29
Txn_9693344,Tea,4,1.5,6.0,Credit Card,Takeaway,2023-01-15
Txn_9801552,Sandwich,4,4.0,16.0,Credit Card,Takeaway,2023-04-20
Txn_8082317,Juice,3,3.0,9.0,Cash,Takeaway,2023-08-18
Txn_1569729,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-07-16
Txn_8991609,Salad,4,5.0,20.0,Digital Wallet,In-Store,2023-06-19
Txn_5000665,Cake,3,3.0,9.0,Digital Wallet,In-Store,2023-11-28
Txn_7153321,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-12-19
Txn_7328705,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-09-09
Txn_8970187,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-03-13
Txn_6904952,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-04-04
Txn_9824238,Tea,5,1.5,7.5,Cash,In-Store,2023-07-14
Txn_4440412,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-04-15
Txn_6068074,Smoothie,2,4.0,8.0,Cash,In-Store,2023-06-01
Txn_1701798,Coffee,2,2.0,4.0,Cash,Takeaway,2023-07-24
Txn_4807899,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-07-03
Txn_2102950,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-12-07
Txn_2210019,Sandwich,3,4.0,12.0,Cash,In-Store,2023-12-05
Txn_4059695,Salad,3,5.0,15.0,Cash,Takeaway,2023-12-30
Txn_3877643,Juice,4,3.0,12.0,Cash,In-Store,2023-11-15
Txn_3755657,Smoothie,2,4.0,8.0,Digital Wallet,In-Store,2023-03-24
Txn_5279293,Sandwich,3,4.0,12.0,Digital Wallet,Takeaway,2023-11-11
Txn_3488082,Sandwich,1,4.0,4.0,Digital Wallet,In-Store,2023-04-12
Txn_3342106,Sandwich,1,4.0,4.0,Credit Card,In-Store,2023-01-14
Txn_1967032,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-01-12
Txn_3543930,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-10-10
Txn_5747509,Cookie,2,1.0,2.0,Cash,In-Store,2023-10-30
Txn_9012517,Coffee,2,2.0,4.0,Credit Card,In-Store,2023-10-21
Txn_5303092,Tea,2,1.5,3.0,Credit Card,In-Store,2023-05-05
Txn_3865641,Cake,5,3.0,15.0,Digital Wallet,In-Store,2023-09-15
Txn_6568307,Coffee,1,2.0,2.0,Cash,In-Store,2023-07-16
Txn_8281347,Juice,4,3.0,12.0,Credit Card,In-Store,2023-08-11
Txn_8353202,Sandwich,4,4.0,16.0,Digital Wallet,In-Store,2023-06-14
Txn_7377398,Juice,2,3.0,6.0,Cash,Takeaway,2023-02-26
Txn_6915068,Juice,2,3.0,6.0,Cash,In-Store,2023-11-26
Txn_1983422,Cookie,2,1.0,2.0,Digital Wallet,In-Store,2023-06-26
Txn_5572520,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-05-14
Txn_1970180,Cake,2,3.0,6.0,Digital Wallet,Takeaway,2023-08-02
Txn_5415223,Tea,2,1.5,3.0,Cash,In-Store,2023-09-02
Txn_4777601,Tea,1,1.5,1.5,Credit Card,In-Store,2023-08-18
Txn_7497122,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-03-23
Txn_1256513,Coffee,4,2.0,8.0,Credit Card,In-Store,2023-02-21
Txn_9432758,Cookie,3,1.0,3.0,Cash,Takeaway,2023-10-02
Txn_7174856,Sandwich,1,4.0,4.0,Cash,Takeaway,2023-05-03
Txn_7325508,Salad,4,5.0,20.0,Credit Card,Takeaway,2023-05-27
Txn_8469087,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-11-06
Txn_8783484,Smoothie,1,4.0,4.0,Cash,In-Store,2023-11-20
Txn_9599703,Cake,2,3.0,6.0,Digital Wallet,In-Store,2023-09-25
Txn_5445994,Juice,1,3.0,3.0,Credit Card,In-Store,2023-06-11
Txn_5468153,Smoothie,5,4.0,20.0,Digital Wallet,In-Store,2023-12-15
Txn_9363711,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-11-23
Txn_6845073,Cookie,1,1.0,1.0,Credit Card,In-Store,2023-04-05
Txn_1691313,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-03-17
Txn_5425668,Cookie,5,1.0,5.0,Cash,Takeaway,2023-04-09
Txn_2101934,Smoothie,4,4.0,16.0,Cash,In-Store,2023-11-27
Txn_9205425,Sandwich,3,4.0,12.0,Digital Wallet,Takeaway,2023-09-16
Txn_9306482,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-01-16
Txn_4734366,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-08-20
Txn_4130343,Coffee,4,2.0,8.0,Credit Card,In-Store,2023-12-08
Txn_6090715,Juice,3,3.0,9.0,Credit Card,In-Store,2023-11-14
Txn_7155957,Salad,5,5.0,25.0,Digital Wallet,In-Store,2023-02-22
Txn_4350828,Juice,2,3.0,6.0,Digital Wallet,In-Store,2023-02-16
Txn_4970127,Tea,1,1.5,1.5,Digital Wallet,In-Store,2023-12-09
Txn_9567719,Sandwich,5,4.0,20.0,Digital Wallet,In-Store,2023-01-24
Txn_1084010,Smoothie,2,4.0,8.0,Credit Card,In-Store,2023-08-11
Txn_4742049,Juice,1,3.0,3.0,Credit Card,Takeaway,2023-09-10
Txn_6769554,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-02-06
Txn_2614633,Coffee,4,2.0,8.0,Digital Wallet,In-Store,2023-04-23
Txn_3399636,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-08-07
